TripID,StartDate,StartTime,EndDate,EndTime,TripDuration,TripDistance,StartLatitude,StartLongitude,EndLatitude,EndLongitude,DayOfWeek,HourNum
0bb6c139-f93d-5c20-918a-5d5bc9a38f03,2020-02-01,11:15,2020-02-01,11:30,2,0.285,38.242,-85.728,38.245,-85.73,7,11
ee6c0689-c887-578a-9cc0-7de0a9f7703b,2020-02-01,11:15,2020-02-01,11:15,3,0.430,38.256,-85.752,38.255,-85.744,7,11
82c0a958-f79c-5fdd-b05f-81ba9cb3f57c,2020-02-01,11:30,2020-02-01,11:30,4,0.532,38.222,-85.765,38.215,-85.769,7,11
f5cd1096-f829-5c6a-b589-4f2e3da827bd,2020-02-01,11:30,2020-02-01,11:45,3,0.190,38.254,-85.758,38.253,-85.755,7,11
1bc12bbb-9489-5a20-8d7c-682ddb3dbd3c,2020-02-01,11:30,2020-02-01,11:45,4,0.561,38.212,-85.763,38.205,-85.764,7,11
446f4b13-e4e7-5cce-80bb-08bd04e57b6b,2020-02-01,11:45,2020-02-01,12:00,6,0.754,38.255,-85.752,38.253,-85.738,7,11
3c1de48b-71b1-5b75-b0f8-27fb4ea4baf2,2020-02-01,11:45,2020-02-01,11:45,8,0.913,38.258,-85.745,38.261,-85.741,7,11
b4fc32c3-b571-5778-b65c-45c35f9731b9,2020-02-01,11:45,2020-02-01,12:30,46,0.342,38.262,-85.733,38.265,-85.737,7,11
c88541ea-512f-5759-9da4-529d7e3733fa,2020-02-01,11:45,2020-02-01,12:30,36,0.865,38.263,-85.732,38.266,-85.736,7,11
2d9af208-d0f9-5dca-878b-2bb5505ea299,2020-02-01,11:45,2020-02-01,11:45,7,0.789,38.247,-85.756,38.257,-85.757,7,11
94440f94-581b-5f11-b68f-b1484aefc3e0,2020-02-01,12:00,2020-02-01,12:15,8,0.390,38.256,-85.746,38.256,-85.753,7,12
2a112e9c-4f18-53e1-9260-abdb06f11cf4,2020-02-01,12:15,2020-02-01,12:30,7,1.470,38.224,-85.768,38.245,-85.765,7,12
27a6fbad-e50b-522c-9f91-82a535965cd5,2020-02-01,12:15,2020-02-01,12:30,13,2.058,38.232,-85.758,38.26,-85.755,7,12
72023c24-d99e-518a-8926-9d998e1c5c36,2020-02-01,12:30,2020-02-01,12:45,13,0.843,38.256,-85.753,38.257,-85.754,7,12
57d06499-fb87-52e0-9b16-3f91423d1d46,2020-02-01,12:30,2020-02-01,13:15,42,0.399,38.259,-85.746,38.26,-85.739,7,12
5e0557d8-9c85-5a6f-ba82-52a373658453,2020-02-01,12:30,2020-02-01,13:15,45,2.284,38.257,-85.745,38.258,-85.745,7,12
e9148a53-1cfb-59cb-8f76-62fb88c278ed,2020-02-01,12:45,2020-02-01,13:00,6,0.545,38.221,-85.763,38.214,-85.762,7,12
65a2422f-abae-5814-a0c7-cf70a2ed4a1a,2020-02-01,12:45,2020-02-01,13:00,5,0.879,38.205,-85.764,38.218,-85.762,7,12
e38d8c2c-3850-52f1-89c7-5f6c219254bc,2020-02-01,13:00,2020-02-01,13:00,2,0.199,38.254,-85.755,38.253,-85.758,7,12
4c64d049-a0d1-590e-952a-2c3c06ab88b5,2020-02-01,13:00,2020-02-01,13:15,17,1.006,38.259,-85.753,38.253,-85.737,7,13
6bda17bd-1690-581c-ba22-e6da6e3a2b79,2020-02-01,13:15,2020-02-01,13:15,9,0.920,38.254,-85.744,38.248,-85.733,7,13
0022f75e-a876-5ab6-8264-47dd8c2adc80,2020-02-01,13:30,2020-02-01,13:45,8,0.717,38.256,-85.731,38.248,-85.732,7,13
fc086e14-eaa7-57cb-9248-410b65614889,2020-02-01,13:30,2020-02-01,13:45,8,1.100,38.256,-85.73,38.247,-85.73,7,13
31188c16-4770-551c-86d1-93beef7e18c2,2020-02-01,13:45,2020-02-01,13:45,2,0.003,38.227,-85.735,38.227,-85.735,7,13
8e03a5e9-91ca-5263-8187-123b091e9934,2020-02-01,13:45,2020-02-01,14:00,16,0.003,38.223,-85.754,38.223,-85.754,7,13
bcb1de5d-9154-5852-b2bf-44dd4fd56bfa,2020-02-01,13:45,2020-02-01,14:15,43,1.297,38.252,-85.759,38.25,-85.756,7,13
cec25437-9522-58f7-a537-200487e50a66,2020-02-01,13:45,2020-02-01,14:15,30,0.568,38.258,-85.756,38.257,-85.758,7,13
605eab69-c7ab-514b-b1f0-41cc8a47689e,2020-02-01,13:45,2020-02-01,14:00,2,0.381,38.217,-85.759,38.218,-85.763,7,13
44a79339-40a8-5afb-a21c-18166dc48cee,2020-02-01,14:00,2020-02-01,14:00,9,0.245,38.246,-85.737,38.248,-85.741,7,13
c488e844-85d7-5f64-95ee-e70fc7aeef0d,2020-02-01,14:00,2020-02-01,14:00,8,0.752,38.248,-85.738,38.25,-85.742,7,13
e5416534-afa5-51c0-9d5e-0b3b0aaac238,2020-02-01,14:00,2020-02-01,14:15,17,1.341,38.211,-85.764,38.204,-85.782,7,13
f0eb408f-e93c-5364-8e49-5bbfe60c5dbb,2020-02-01,14:30,2020-02-01,14:45,15,2.634,38.205,-85.762,38.237,-85.746,7,14
288b0266-6d2e-5646-a3de-da36a7499a3e,2020-02-01,14:30,2020-02-01,14:30,12,0.966,38.254,-85.757,38.248,-85.747,7,14
14d07ac7-0f04-5c04-8872-e7338c28ee51,2020-02-01,14:30,2020-02-01,14:30,3,0.237,38.219,-85.757,38.219,-85.762,7,14
e0bc675a-1121-5bc6-bded-23fd3fcae3bc,2020-02-01,14:45,2020-02-01,14:45,0,0.006,38.245,-85.746,38.244,-85.746,7,14
fc78d6a1-bb06-515c-a26d-a13d7336cb1f,2020-02-01,14:45,2020-02-01,14:45,2,0.012,38.241,-85.756,38.24,-85.756,7,14
cec98de2-9802-53a4-af06-2326cf91765f,2020-02-01,14:45,2020-02-01,16:00,61,3.444,38.242,-85.759,38.241,-85.752,7,14
1d5b0475-b792-545f-8cf5-2b11e142e8ce,2020-02-01,15:00,2020-02-01,15:00,2,0.001,38.254,-85.748,38.254,-85.748,7,15
597d912d-1cf1-5586-8eeb-51593baa9c26,2020-02-01,15:15,2020-02-01,15:30,7,1.061,38.245,-85.762,38.249,-85.781,7,15
0d81eebb-eb5c-5f8d-b7b4-fbf8964009c1,2020-02-01,15:15,2020-02-01,15:30,4,0.448,38.247,-85.758,38.252,-85.758,7,15
79311889-b1ce-5d3e-8576-c23baf0a0f74,2020-02-01,15:15,2020-02-01,15:30,3,0.314,38.252,-85.74,38.254,-85.745,7,15
7cab5fd6-88fd-589c-91c2-251aff73836b,2020-02-01,15:30,2020-02-01,15:45,10,0.002,38.257,-85.752,38.257,-85.752,7,15
d5470759-da2c-5389-976c-84c393c0224d,2020-02-01,15:30,2020-02-01,15:45,17,1.304,38.253,-85.737,38.249,-85.758,7,15
fb3de05a-1805-592b-a6a6-f2055534f2e7,2020-02-01,15:30,2020-02-01,15:30,3,0.217,38.247,-85.73,38.246,-85.733,7,15
ad3968b3-a91e-5366-9027-846581d77b3b,2020-02-01,15:30,2020-02-01,15:45,16,1.159,38.253,-85.737,38.249,-85.758,7,15
e189b538-3682-54ff-a5ab-af4b389abd8b,2020-02-01,15:30,2020-02-01,15:30,9,0.313,38.247,-85.73,38.246,-85.733,7,15
4b5001e6-e884-5071-88f8-5d849d7ce9b2,2020-02-01,15:30,2020-02-01,15:30,5,0.769,38.22,-85.764,38.217,-85.772,7,15
7cdf6e65-7ba2-5875-8223-88d5fa7dca40,2020-02-01,16:00,2020-02-01,16:15,11,0.674,38.211,-85.753,38.211,-85.765,7,15
c743bbb3-aea8-5486-97a6-c8fb4cdde5be,2020-02-01,16:15,2020-02-01,16:45,30,1.218,38.254,-85.754,38.257,-85.739,7,16
aa1333ec-15bc-518c-b7cb-8a062e293ede,2020-02-01,16:15,2020-02-01,16:15,3,0.972,38.22,-85.758,38.218,-85.763,7,16
36a3cbd2-d832-5844-a5d8-26a7b88b7b14,2020-02-01,16:30,2020-02-01,16:45,4,0.287,38.251,-85.739,38.252,-85.744,7,16
a173f52f-bf59-5fb3-9bd1-2b26d4447f8d,2020-02-01,16:45,2020-02-01,16:45,10,0.206,38.256,-85.753,38.256,-85.754,7,16
5bb414b6-24cb-5339-80f9-ffce3a9049d9,2020-02-01,17:00,2020-02-01,17:00,1,0.113,38.258,-85.756,38.257,-85.756,7,17
9dac99cd-e14e-5da9-8dd1-cbc71fc595a6,2020-02-01,17:00,2020-02-01,17:00,3,0.374,38.246,-85.758,38.251,-85.758,7,17
bde1b2ff-14c6-5306-b5a6-df295ad1db3d,2020-02-01,17:15,2020-02-01,17:30,18,0.866,38.254,-85.755,38.256,-85.739,7,17
9e565452-0417-51ea-b566-d7cc9970a706,2020-02-01,17:15,2020-02-01,17:30,2,0.010,38.257,-85.761,38.257,-85.76,7,17
4880736d-38c2-5480-a193-597fedea1083,2020-02-01,17:15,2020-02-01,17:15,1,0.007,38.257,-85.761,38.257,-85.761,7,17
3143caee-de69-55f9-855c-4161fe74b865,2020-02-01,17:15,2020-02-01,17:15,3,0.342,38.257,-85.757,38.253,-85.757,7,17
e95a47c4-6670-57f2-b0e1-d9d9e378e3f9,2020-02-01,17:15,2020-02-01,17:45,18,2.382,38.253,-85.757,38.253,-85.736,7,17
2e591db5-aabb-517d-abfe-095e08ed49a0,2020-02-01,17:15,2020-02-01,17:15,2,0.446,38.258,-85.747,38.256,-85.746,7,17
2eb7a264-dfaf-5f45-9dec-3123ade11830,2020-02-01,17:15,2020-02-01,17:15,5,0.410,38.257,-85.757,38.253,-85.757,7,17
1e81c567-eee7-5d66-9931-f491524543d8,2020-02-01,17:30,2020-02-01,18:00,23,0.530,38.258,-85.745,38.258,-85.74,7,17
65766d0e-0263-5487-9d21-6a6dff41757f,2020-02-01,17:30,2020-02-01,17:45,11,0.686,38.257,-85.758,38.256,-85.75,7,17
0dcdc563-a91e-5179-8f1a-e86fd547517a,2020-02-01,17:30,2020-02-01,17:30,1,0.367,38.214,-85.764,38.218,-85.763,7,17
9d0d3f06-f93b-58d9-a2ed-fd441f452dd4,2020-02-01,17:45,2020-02-01,17:45,10,0.470,38.256,-85.764,38.251,-85.759,7,17
ac3caa21-a0d7-51cd-b3fb-ca070805fd63,2020-02-01,18:00,2020-02-01,18:15,16,2.371,38.258,-85.745,38.258,-85.743,7,17
25d33980-51db-5eee-828e-cb88e1763c37,2020-02-02,04:15,2020-02-02,04:30,5,0.699,38.206,-85.771,38.211,-85.782,1,4
5db80675-e313-5b69-82dd-ffe71dd68a07,2020-02-02,04:30,2020-02-02,04:45,2,0.270,38.218,-85.763,38.221,-85.765,1,4
bd66bc8b-2522-5110-a4f1-e6afb0eeeb56,2020-02-02,04:45,2020-02-02,05:00,3,0.250,38.249,-85.759,38.252,-85.759,1,4
319591e0-b74b-5212-9525-43f95938398d,2020-02-02,04:45,2020-02-02,04:45,8,1.320,38.251,-85.758,38.249,-85.756,1,4
13d0a4f2-f819-5fb6-9029-1e5d852dc0eb,2020-02-02,05:15,2020-02-02,05:45,28,0.491,38.22,-85.768,38.219,-85.768,1,5
b35ad967-e7a5-5cfa-a397-4a3bad9d8021,2020-02-02,05:15,2020-02-02,06:00,39,0.005,38.22,-85.769,38.22,-85.769,1,5
df9561c6-a613-51bf-98cb-06e7654a234c,2020-02-02,05:45,2020-02-02,06:30,40,0.800,38.215,-85.771,38.225,-85.764,1,5
2cf31b80-1efb-50fa-9137-6be6497e2486,2020-02-02,06:30,2020-02-02,06:45,5,0.430,38.257,-85.766,38.261,-85.769,1,6
90ef4ffd-c5c5-5d9c-a28c-3caa6560f41e,2020-02-02,06:30,2020-02-02,06:45,7,0.640,38.251,-85.757,38.258,-85.756,1,6
f1d9902f-109d-5bf6-a187-efa960a3fad1,2020-02-02,06:45,2020-02-02,06:45,5,0.580,38.237,-85.755,38.236,-85.765,1,6
956b12eb-fcb1-56a8-8f95-19b8d817a18a,2020-02-02,06:45,2020-02-02,06:45,2,0.010,38.25,-85.755,38.25,-85.756,1,6
1e3df8e6-bb25-5619-bfd8-510dfea7f907,2020-02-02,07:00,2020-02-02,07:30,23,2.082,38.258,-85.757,38.255,-85.748,1,7
10b041b4-35ab-5aff-b1ff-15b50f58a73f,2020-02-02,07:15,2020-02-02,07:15,5,0.065,38.214,-85.752,38.214,-85.751,1,7
2d8af1c4-294a-57b6-831a-e84f40e31f90,2020-02-02,07:15,2020-02-02,07:15,3,0.097,38.254,-85.75,38.254,-85.748,1,7
b51a5c67-b494-53e1-af57-5a69b768e840,2020-02-02,07:15,2020-02-02,07:30,15,2.751,38.252,-85.758,38.244,-85.757,1,7
ab1531cc-e415-5279-985f-8ccfbd9a1154,2020-02-02,07:30,2020-02-02,07:45,3,0.233,38.254,-85.749,38.253,-85.751,1,7
95524c68-631f-524f-a53b-cf1b709829d8,2020-02-02,07:30,2020-02-02,07:45,12,0.582,38.251,-85.758,38.249,-85.756,1,7
8128fee9-2ecd-5329-85c2-9d7b10205bd3,2020-02-02,07:45,2020-02-02,08:00,16,1.708,38.256,-85.769,38.253,-85.767,1,7
6d098be6-da3e-51b8-a71b-e93908c5869b,2020-02-02,07:45,2020-02-02,07:45,3,0.556,38.254,-85.749,38.253,-85.751,1,7
21db76c3-a2af-5148-990c-c0b4d2f8ac72,2020-02-02,08:00,2020-02-02,09:45,99,3.570,38.256,-85.744,38.264,-85.738,1,8
2e3734f9-d3f4-5487-90a0-37cb19ecf67c,2020-02-02,08:00,2020-02-02,08:45,49,1.140,38.255,-85.744,38.257,-85.764,1,8
0bcd41d4-6720-5315-9077-d7602b1bcc3f,2020-02-02,08:00,2020-02-02,08:00,6,0.885,38.255,-85.747,38.259,-85.758,1,7
3b872e26-b855-529e-8be3-f34595ac9daf,2020-02-02,08:15,2020-02-02,08:45,31,2.768,38.218,-85.761,38.208,-85.776,1,8
6093f9c6-60ef-5d28-9bea-3cc6dd6a3a38,2020-02-02,08:30,2020-02-02,08:30,3,0.506,38.231,-85.767,38.23,-85.76,1,8
630f06e1-981a-5070-8554-693097f76b12,2020-02-02,08:30,2020-02-02,08:30,4,0.541,38.245,-85.739,38.246,-85.731,1,8
0faf0daa-4e6a-5d52-a637-88f64b2943db,2020-02-02,08:30,2020-02-02,11:30,174,3.949,38.247,-85.735,38.224,-85.685,1,8
b6d0a70f-8539-5c63-bd94-0e76347e4660,2020-02-02,08:30,2020-02-02,08:30,9,1.439,38.258,-85.743,38.252,-85.757,1,8
3118a592-fee6-5e41-a363-fe600d2484d9,2020-02-02,08:30,2020-02-02,08:45,4,1.143,38.217,-85.762,38.216,-85.757,1,8
10b2e74b-8f94-5508-8ad1-98ea1cb4eee9,2020-02-02,08:30,2020-02-02,08:30,6,0.557,38.258,-85.76,38.257,-85.763,1,8
11746f4f-2fb5-5457-867a-b295d8eb7cc8,2020-02-02,08:45,2020-02-02,09:45,65,7.110,38.256,-85.759,38.251,-85.763,1,8
61eb558d-d611-5bc6-a7b2-d4b8208ea049,2020-02-02,08:45,2020-02-02,08:45,3,1.133,38.218,-85.763,38.22,-85.757,1,8
510b185b-783c-59e8-9cbb-f03275834a90,2020-02-02,09:00,2020-02-02,09:00,2,0.140,38.218,-85.753,38.216,-85.751,1,8
a395ed52-630f-504d-b3dc-9cc9ba99b29b,2020-02-02,09:00,2020-02-02,09:15,15,0.101,38.249,-85.731,38.248,-85.73,1,9
2a5b2e82-6005-519e-900c-ac1465472016,2020-02-02,09:15,2020-02-02,09:45,23,2.088,38.255,-85.765,38.26,-85.74,1,9
b5d03fd5-e8ad-52ec-9e3e-2178d173ffd2,2020-02-02,09:45,2020-02-02,09:45,4,0.412,38.256,-85.764,38.253,-85.758,1,9
fa52608e-6d03-521c-8eb1-612ae0519291,2020-02-02,09:45,2020-02-02,09:45,4,0.396,38.217,-85.764,38.211,-85.767,1,9
305f390f-f624-5ede-ae8a-f8bbbb8f68a5,2020-02-02,09:45,2020-02-02,10:00,20,0.635,38.263,-85.737,38.271,-85.742,1,9
476acd69-1e7d-59cc-8e56-da8d6d9fd721,2020-02-02,09:45,2020-02-02,10:00,21,2.291,38.263,-85.737,38.271,-85.742,1,9
929fb48a-169d-50ab-843e-40acbf37cf42,2020-02-02,09:45,2020-02-02,10:15,31,2.939,38.253,-85.74,38.255,-85.751,1,9
0f3454b2-7a47-5959-b657-c8af7c9355f7,2020-02-02,09:45,2020-02-02,10:15,26,2.532,38.253,-85.736,38.256,-85.752,1,9
18962da7-3c85-5d1c-b6ac-e3e69c7a40bd,2020-02-02,09:45,2020-02-02,10:00,6,0.897,38.257,-85.763,38.257,-85.758,1,9
b05a892f-7b36-5b4f-adda-318d2bb9d51c,2020-02-02,09:45,2020-02-02,10:15,27,3.450,38.256,-85.75,38.253,-85.747,1,9
5414d9e6-9504-5acd-b2bb-582aab9c7c1e,2020-02-02,10:00,2020-02-02,10:00,9,0.937,38.252,-85.758,38.256,-85.752,1,9
d1d57dc1-14ad-5195-93dc-c4d4bce8f50c,2020-02-02,10:15,2020-02-02,10:15,4,0.240,38.252,-85.758,38.254,-85.761,1,10
735fa534-aff0-5140-b547-9c0a65720708,2020-02-02,10:15,2020-02-02,10:15,8,0.999,38.241,-85.752,38.25,-85.758,1,10
ab2aa504-f94b-5ca2-98b6-f77abcb48e04,2020-02-02,10:30,2020-02-02,10:45,26,0.442,38.221,-85.763,38.218,-85.757,1,10
24afd530-aed6-5b0c-a936-a58d4ccc44ef,2020-02-02,10:30,2020-02-02,10:30,4,0.008,38.221,-85.763,38.221,-85.763,1,10
bcb8baf5-1287-5659-bc7f-a3119b9b26e4,2020-02-02,10:30,2020-02-02,10:45,3,0.405,38.216,-85.75,38.22,-85.753,1,10
b521c755-642b-53d9-93e0-8a74ba091860,2020-02-02,10:30,2020-02-02,10:30,2,0.018,38.218,-85.763,38.219,-85.763,1,10
c08c544e-9e4d-54cd-8ea9-cd5f82bb4e21,2020-02-02,10:30,2020-02-02,10:45,5,0.004,38.222,-85.761,38.222,-85.761,1,10
ddf5c1de-57db-5d1e-a531-4d42d7fd4017,2020-02-02,10:30,2020-02-02,10:30,5,1.207,38.249,-85.76,38.244,-85.759,1,10
8478e42d-605f-5694-9ce7-71cd6f3af9a0,2020-02-02,10:45,2020-02-02,11:15,33,0.446,38.257,-85.757,38.252,-85.757,1,10
fb89b584-7ed4-5361-9f20-56ca4c32705a,2020-02-02,10:45,2020-02-02,11:45,56,0.031,38.254,-85.748,38.254,-85.747,1,10
2178c006-49e8-5cba-a3a9-561c0e91f214,2020-02-02,10:45,2020-02-02,11:45,51,23.195,38.257,-85.747,38.265,-85.737,1,10
9e666568-ecd5-52e7-87e7-3ed6dd57490b,2020-02-02,10:45,2020-02-02,11:00,11,0.619,38.245,-85.755,38.243,-85.755,1,10
0622fb68-52f9-52f1-8810-995f1bf48114,2020-02-02,10:45,2020-02-02,11:00,4,0.435,38.255,-85.748,38.256,-85.756,1,10
4519aae8-8368-5b28-8543-7cd845ab2ba6,2020-02-02,10:45,2020-02-02,10:45,2,0.005,38.222,-85.761,38.222,-85.761,1,10
591cc08a-c748-57ce-970e-8e668b96979e,2020-02-02,11:00,2020-02-02,11:00,8,0.021,38.254,-85.748,38.254,-85.748,1,10
b30c8e1b-efed-5866-9f41-a20d1f4fcae2,2020-02-02,11:00,2020-02-02,11:00,7,0.087,38.254,-85.748,38.254,-85.746,1,11
fb85e71a-e5ba-5fc7-836f-3ff4f9338de7,2020-02-02,11:00,2020-02-02,11:15,27,0.668,38.221,-85.758,38.23,-85.754,1,10
4d78cd32-0c0c-5e45-875a-8457fe35da03,2020-02-02,11:00,2020-02-02,11:30,41,0.650,38.268,-85.741,38.268,-85.742,1,10
a9cb8aba-5bea-58de-8c95-a2fe309b897d,2020-02-02,11:00,2020-02-02,11:15,25,0.652,38.222,-85.758,38.231,-85.754,1,10
a5568115-5c54-5a47-8d9a-fadaf4c2494d,2020-02-02,11:00,2020-02-02,11:00,2,0.485,38.25,-85.772,38.246,-85.773,1,11
69a17b00-181b-5680-b235-708233295851,2020-02-02,11:00,2020-02-02,12:00,60,0.007,38.244,-85.757,38.244,-85.757,1,11
cc27f6ab-2453-5167-af3c-8d7103435ae1,2020-02-02,11:15,2020-02-02,11:15,4,0.561,38.217,-85.757,38.221,-85.763,1,11
668cb1de-103b-59fd-88c6-791058049dad,2020-02-02,11:15,2020-02-02,12:00,37,1.077,38.254,-85.742,38.259,-85.746,1,11
f60090d2-1f74-55fe-a032-50b63caa9844,2020-02-02,11:15,2020-02-02,11:15,2,0.022,38.255,-85.74,38.255,-85.74,1,11
6ccebbfc-0e58-5e06-b5a1-2b41447f66a8,2020-02-02,11:15,2020-02-02,11:30,7,0.227,38.271,-85.741,38.271,-85.742,1,11
7c4ab07d-fb0f-5b4f-aa74-c77e800bebe6,2020-02-02,11:15,2020-02-02,11:15,2,0.897,38.216,-85.757,38.217,-85.763,1,11
1d196832-10b6-5591-8211-3e72e103c5ff,2020-02-02,11:30,2020-02-02,11:30,8,0.842,38.252,-85.747,38.259,-85.741,1,11
4a998150-6b1f-5744-8305-4a395cededfa,2020-02-02,11:30,2020-02-02,11:45,22,0.595,38.251,-85.746,38.258,-85.739,1,11
2c004ab1-26d1-541f-9f86-61e9846105cc,2020-02-02,11:30,2020-02-02,12:00,34,1.058,38.254,-85.739,38.259,-85.743,1,11
